state,name,url,fa-map-marker,fa-phone,fa-globe,fa-money,about,services,img
ma,Shelter at 112 Southampton Street,https://www.shelterlist.com/details/shelter-at-112-southampton-street,"112 Southampton Steet  Boston, MA 02118",(617) 534-7100,http://www.bphc.org/whatwedo/homelessness/homeless-services/Pages/locations.aspx,,"['About this Shelter', ""Men's shelter, located on Southampton Street in the Newmarket district of the South End."", 'This shelter serves men only and beds are allotted on a first-come, first-served basis.', 'At full capacity, the shelter holds over 400 nightly guests.', 'Men looking for shelter for the evening should go to Southampton Street Shelter, where they will be searched, screened and given admission.', 'The shelter is open 24 hours a day on a year-round basis.']",[],http://www.shelterlist.com/gallery/665_shelter-at-112-southampton-street_sgk.jpg
ma,St. Patrick's Shelter,https://www.shelterlist.com/details/st-patricks-shelter,"275 West Broadway   Boston, MA 02127",(617) 482-5440,http://www.ccab.org,https://donate.ccab.org/sslpage.aspx?pid=298,"['About this Shelter', 'The Catholic Charities Shelters:', 'The Catholic Charities Shelters:', 'The Catholic Charities Shelters:', 'Their shelters:', ""Brigid's Crossing"", ""Brigid's Crossing"", ""Lowell Brigid's Crossing serves young mothers and helps them to learn the value of responsibility and independence while helping them to achieve their goals."", 'Genesis II', 'Genesis II', 'Newton Genesis II provides homeless mothers struggling to maintain sobriety with housing and inpatient treatment without them having to place their children in foster care Residents receive assistance with housing, parenting skills, job readiness skills, budgeting, household management, nutritional planning, and medical care.', 'The clinical team works with each family to provide them with both individual and family treatment planning.', 'Nazareth Residence', 'Nazareth Residence', 'Roxbury Nazareth Residence provides an opportunity for homeless mothers and their children to begin rebuilding their lives. Families are able to maintain their independence while they transition to permanent housing.', 'The community-like atmosphere, supportive services, and 24-hour staffing create a safe and secure environment.', 'St. Ambrose Family Shelter', 'St. Ambrose Family Shelter', 'Dorchester The goal of St. Ambrose Family Shelter is to provide shelter, support and hope for homeless families in transition.', 'The shelter offers a variety of services to prepare families for successful and independent living.', ""St. Patrick's Shelter"", ""St. Patrick's Shelter"", 'Somerville An emergency shelter for homeless women.', 'Guests receive referrals for health care, mental health services, educational services and housing.', 'They have a transitional program that helps guests move towards a better future.']",[],http://www.shelterlist.com/gallery/1714__yqi.jpg
ma,Crittenton Hastings House,https://www.shelterlist.com/details/crittenton-hastings-house,"10 Pertshire Road  Brighton, MA 02135",(617) 782-7600,https://www.empathways.org/direct-services/shelter-programs,https://empath.thankyou4caring.org/donation_main,"['About this Shelter', 'Crittenton Hastings House has 58 beds in Brighton shelter for mothers and their children, and women in 3rd trimester of pregnancy.']",[],http://www.shelterlist.com/gallery/_fjcumhmc.png
ma,Cambridge YWCA Shelter for Women and Families,https://www.shelterlist.com/details/cambridge-ywca-emergency-family-shelter,"7 Temple St  Cambridge, MA 02139",(617) 491-6050,https://ywcacam.org/housing-shelter-services/,https://ywcacambridge.z2systems.com/np/clients/ywcacambridge/donation.jsp,"['About this Shelter', 'YWCA Cambridge offers 103 individual units of quality, safe, single room occupancy (SRO) housing for women who need a supportive environment where they can live and grow.', 'Each room is furnished with a single bed, desk and chair, dresser, and a night stand.', 'Shared bathrooms are located on every floor.', 'Four shared kitchens are located throughout the building.', ""YWCA Cambridge's Renae's Place for Homeless Families offers a warm, stable environment for 10 homeless families at a time and offers support while these families build sustainable lives."", 'Each family works with their case manager to assess where they are, set goals, and create steps toward achieving them.', 'Mission Statement: YWCA Cambridge is a 501(c)(3) organization co-located in Cambridge and Marshfield, MA, whose mission is “eliminating racism, empowering women, and promoting peace, justice, freedom, and dignity for all.”']",[],http://www.shelterlist.com/gallery/810_cambridge-ywca-emergency-family-shelter_kdl.fna&oh=6a92d443c1d3decc6b8156a8fc472e96&oe=5C4A89BB
ma,CASPAR Emergency Care Center,https://www.shelterlist.com/details/caspar-emergency-care-center,"240 Albany Steet  Cambridge, MA 02139",(617) 661-0600,https://www.baycovehumanservices.org/caspar,https://www.baycovehumanservices.org/donate,"['About this Shelter', 'The CASPAR Emergency Services Center (ESC) is one of two shelters in Massachusetts that accept people who are using drugs and alcohol and are homeless.', 'At the ESC, guests receive medical and mental health care, nutritious meals, personal hygiene supplies, clean clothes, counseling and case management, as well as access to employment, housing, and treatment referrals in an environment that is welcoming and safe.', 'The ESC is a drop-in program, open 365 days a year to residents of Cambridge, Somerville, Watertown, Arlington, and Belmont.', '(Residents of other towns are eligible for some services, and overnight accommodations will be found for anyone who visits the ESC.)', ""For many ESC clients, the shelter represents the entrance point to CASPAR's continuum of addiction services, including our residential programs."", 'The ESC has strong ties to the community, including Cambridge and Somerville hospitals and police departments, who view the ESC as a partner in reducing harm on the streets.']",[],https://www.shelterlist.com/gallery/2629_caspar-emergency-care-center_rbt.png
ma,Cambridge YWCA,https://www.shelterlist.com/details/cambridge-ywca,"7 Temple Street  Cambridge, MA 02139",(617) 491-6050,http://www.ywcacam.org/,https://ywcacambridge.z2systems.com/np/clients/ywcacambridge/donation.jsp,"['About this Shelter', 'The YWCA works to meet its mission through the delivery of social service programs as well as programs that enrich the general community of girls and women of all ages and socio-economic backgrounds.']","['Women are welcome.', 'Children are welcome.', 'Teenage children are welcome.', 'Provides emergency shelters.', 'Provides transitional shelters.', 'Provides supportive housing.']",http://www.shelterlist.com/gallery/2189_cambridge-ywca_pqh.jpg
ma,Harvard Square Homeless Shelter,https://www.shelterlist.com/details/harvard-square-homeless-shelter,"66 Winthrop Street  Cambridge, MA 02138",(617) 876-3256,http://www.hshshelter.org,,"['About this Shelter', 'The Harvard Square Homeless Shelter relies on the generosity of individual donors - alumni and friends of HSHS who understand the value of their programming and services.', 'Mission Statement: The Harvard Square Homeless Shelter serves the homeless community of Cambridge and Boston. The student staff and the University Lutheran Church work together to provide guests with shelter, food, security, and a supportive environment of mutual respect. In addition to providing these fundamental needs, we work individually with those who seek our assistance as they strive to attain their own goals and make the transition into independent living. The shelter also serves as a bridge between the homeless and student populations of Cambridge and Boston. By bringing ourselves into closer contact with people experiencing homelessness, we aim to increase our understanding of the challenges and aspirations of the individuals we serve. By working together in this endeavor we hope to make a difference in the larger effort to confront homelessness.']","['Men are welcome.', 'Women are welcome.', 'Children are welcome.', 'Teenage children are welcome.', 'Senior citizens are welcome.', 'Families are welcome.', 'Shelter serves hot meals.', 'Provides emergency shelters.', 'Provides transitional shelters.', 'Provides supportive housing.', 'Provides medical assistance.', 'Provides mental health counseling.']",http://www.shelterlist.com/gallery/351_harvard-square-homeless-shelter_agh.jpg
ma,First Church Shelter,https://www.shelterlist.com/details/first-church-shelter,"11 Garden Steet  Cambridge, MA 02138",(617) 661-1873,http://www.firstchurchcambridge.org/,https://www.firstchurchcambridge.org/worship-music-spiritual-life/make-a-donation,"['About this Shelter', 'Since 1987, First Church Shelter has provided a basic act of mercy to the poor and homeless of Cambridge and surrounding communities.', 'Each evening 14 men are provided with a safe, comfortable place to stay.', 'Their guests have access to two meals, showers and personal storage facilities for their belongings.', 'First Church Shelter also offers guests assistance with identifying and securing resources they need to move out of homelessness.', 'A significant portion of that assistantance comes from a partnership between the Shelter and Homestart.']",[],https://www.shelterlist.com/gallery/2915_first-church-shelter_teb.png
ma,Father Bill's Place,https://www.shelterlist.com/details/father-bills-place,"38 Broad Steet  Quincy, MA 02169",(617) 770-3314,https://helpfbms.org/,https://helpfbms.org/donate/,"['About this Shelter', ""Father Bill's & Mainspring offers an array of services to people who are homeless living in Southern Massachusetts, including two 24-hour emergency shelters (located in Quincy and Brockton), two family shelters, and over 360 units of supportive housing through their Housing First program."", ""Father Bill's & Mainspring believes in the Housing First approach to ending homelessness, as it is based on the belief that when an individual moves into a home of their own, they can begin to address the issue that initially led to the loss of housing."", 'Once in a home, formerly homeless men and women receive supportive services such as case management and counseling to help them stabilize and remain in housing.']",[],http://www.shelterlist.com/gallery/_zwbajucv.png
ma,Brookview House Transitional Housing Program,https://www.shelterlist.com/details/brookview-house-transitional-housing-program,"2 Brookview Steet  Dorchester, MA 02124",(617) 265-2965,https://brookviewhouse.org/,https://brookviewhouse.org/donate-now-2/,"['About this Shelter', 'Brookview House is an independent, nonprofit organization for women and children experiencing homelessness that not only provides a safe place to live but support services and programs on site to confront the root causes of homelessness and transform lives.']",[],http://www.shelterlist.com/gallery/_vajyaoxq.png
ma,Main Spring House,https://www.shelterlist.com/details/main-spring-house,"54 North Main Steet  Brockton, MA 02301",(508) 587-5441,http://www.helpfbms.org/,https://helpfbms.org/donatetoday,"['About this Shelter', 'MainSpring creates and provides affordable, safe housing with supportive services for individuals and families who had once been homeless.']","['Men are welcome.', 'Women are welcome.', 'Provides emergency shelters.', 'Provides long term shelters.']",http://www.shelterlist.com/gallery/1891_main-spring-house_jrg.jpg
ma,Carolina Hill Shelter,https://www.shelterlist.com/details/carolina-hill-shelter,"728 Main Steet  Marshfield, MA 02050",(781) 837-1377,http://www.carolinahill.org/,http://www.carolinahill.org/donate.html,"['About this Shelter', 'Carolina Hill is a transitional shelter for homeless families operated by a private, non-profit (Chapter 180, 501(c) 3) corporation.', 'Training is provided in basic life skills such as money management, parenting, nutrition, assertiveness, advocacy and accessing community resources.']",[],http://www.shelterlist.com/gallery/1349_carolina-hill-shelter_pmn.jpg
ma,MARY MARTHA,https://www.shelterlist.com/details/mary-martha,"1045 Main Steet  Hingham, MA 02043",(781) 749-5441,,,['About this Shelter'],[],
ma,David Jon Louison Foundation,https://www.shelterlist.com/details/david-jon-louison-foundation,"137 Newbury Steet  Brockton, MA 02301",(508) 584-4315,https://www.oldcolonyymca.org/programs/family-services/djl-center,,"['About this Shelter', 'Services offered include:', 'Services offered include:', 'Services offered include:', 'Emergency shelter', '24-hour staff coverage', 'Food pantry as necessary', 'Clothing when necessary', 'Access to medical care', 'Transportation for housing appointments', 'Handicap accessibility', 'Intensive Case Management', 'Family Care Planning (individualized strength-based treatment plans)', 'Weekly Meetings with Case Manager', 'Communal House Meetings', 'Subsidized Child Care', 'Job Search', 'Career Choice Assistance', 'Educational Counseling/Support', 'After-Care Case Management and Support', ""Support Groups (Parenting, Women's Issues, Self-Esteem, Girls Empowerment...)"", 'Mental Health Services through referral to our Mental Health Clinic', 'Individual and Family Therapy', 'Mediation and Family Support', 'Life and Pro-Social Skill Building Activities', 'Budgeting classes conducted through partnership with Harbor One', 'Individual financial management and credit counseling', 'Family Memberships to the Y (includes fitness center and all fitness classes, youth programming, swimming lessons, karate lessons, youth sports leagues, etc.)', 'Mentoring Services', 'Children attend YMCA Summer Camp', 'Arts and Crafts classes for children', 'Toddler group - child witness to violence project for 2-4 yr olds', 'Homework Club and tutoring', 'Volunteer led ""Fun Friday\'s"" and ""Family Fun Nights""', ""BBQ's, game nights, swimming parties, etc."", 'Emergency shelter', '24-hour staff coverage', 'Food pantry as necessary', 'Clothing when necessary', 'Access to medical care', 'Transportation for housing appointments', 'Handicap accessibility', 'Intensive Case Management', 'Family Care Planning (individualized strength-based treatment plans)', 'Weekly Meetings with Case Manager', 'Communal House Meetings', 'Subsidized Child Care', 'Job Search', 'Career Choice Assistance', 'Educational Counseling/Support', 'After-Care Case Management and Support', ""Support Groups (Parenting, Women's Issues, Self-Esteem, Girls Empowerment...)"", 'Mental Health Services through referral to our Mental Health Clinic', 'Individual and Family Therapy', 'Mediation and Family Support', 'Life and Pro-Social Skill Building Activities', 'Budgeting classes conducted through partnership with Harbor One', 'Individual financial management and credit counseling', 'Family Memberships to the Y (includes fitness center and all fitness classes, youth programming, swimming lessons, karate lessons, youth sports leagues, etc.)', 'Mentoring Services', 'Children attend YMCA Summer Camp', 'Arts and Crafts classes for children', 'Toddler group - child witness to violence project for 2-4 yr olds', 'Homework Club and tutoring', 'Volunteer led ""Fun Friday\'s"" and ""Family Fun Nights""', ""BBQ's, game nights, swimming parties, etc.""]",[],https://www.shelterlist.com/gallery/2548_bigskkuq.png
ma,Friends of the Homeless of the South Shore,https://www.shelterlist.com/details/faith-home-share,"8 Drift Way  North Weymouth, MA 02191",(781) 340-1604,https://www.friendsofhomeless.org/,https://www.networkforgood.org/donation/MakeDonation.aspx?ORGID2=043013066&vlrStratCode=jMzVlYCBAUoFT7krfeDgaM%2bT8THsamj8XKrFUyMbKLhgqy25i4VXuzr6SeQiYmWO,"['About this Shelter', 'Friends of the Homeless of the South Shore is dedicated to helping homeless families by providing shelter, food, clothing, furniture, education and advocacy.', 'They address a whole range of needs, from physical to emotional, from personal to social, and from psychological to spiritual.']",[],http://www.shelterlist.com/gallery/1620_faith-home-share_pyw.jpg
ma,Heading Home Shelter,https://www.shelterlist.com/details/heading-home-shelter,"109 School Steet  Cambridge, MA 02139",(617) 864-8140,http://www.headinghomeinc.org/,https://www.headinghomeinc.org/ways-you-can-help/donatetoday,"['About this Shelter', 'Their mission is to end homelessness in Greater Boston by providing a supported pathway to self-sufficiency that begins with a home, together with critical services such as life skills, financial literacy, and job training.']",[],https://www.shelterlist.com/gallery/_ngggppat.png
ma,Hildebrand Family Self-Help Center - Congregate Family Shelter,https://www.shelterlist.com/details/hildebrand-family-self-help-center-congregate-family-shelter,"614 Massachusetts Avenue  Cambridge, MA 02139",(617) 491-5752,http://www.hild-selfhelp.org,http://www.hild-selfhelp.org/donate,"['About this Shelter', 'Hildebrand is a referral only shelter.', 'Referrals are obtained through the Department of Housing and Community Development.', 'Families that enter into the shelter are required to work with a case manager.']","['Families are welcome.', 'Provides transitional shelters.', 'Provides services for case management.']",http://www.shelterlist.com/gallery/2466_hildebrand-family-self-help-center-congregate-family-shelter_rqn.png
ma,Shelter Inc,https://www.shelterlist.com/details/shelter-inc,"109 School Street  Cambridge, MA 02139",(617) 547-1885,http://www.headinghomeinc.org,,"['About this Shelter', 'Provides healthcare for the homeless.']",['Provides medical assistance.'],https://www.shelterlist.com/gallery/1939_shelter-inc_lwj.png
ma,Salvation Army Shelter,https://www.shelterlist.com/details/cambridge-shelter-salvation-army,"402 Massachusetts Avenue  Cambridge, MA 02139",(617) 547-3400,https://massachusetts.salvationarmy.org/ma/cambridge,https://give.salvationarmy.org/give/171555/#!/donation/checkout,"['About this Shelter', 'The Salvation Army, an international movement, is an evangelical part of the universal Christian Church.']",[],https://www.shelterlist.com/gallery/2008_cambridge-shelter-salvation-army_csn.png
ma,Salvation Army Emergency Shelter,https://www.shelterlist.com/details/salvation-army-emergency-shelter,"402 Massachusetts Ave  Cambridge, MA 02139",(617) 547-3400,https://massachusetts.salvationarmy.org/ma/cambridge,,"['About this Shelter', 'Salvation Army Emergency Shelter is a 24 Hr. Emergency Men\'s Shelter Men\'s Recovery Program ""Our Place"" Day care for Homeless Children']",[],https://www.shelterlist.com/gallery/1794_salvation-army-emergency-shelter_eyl.fna&oh=b0af9dc6b7a83cef75efbbd0e1cb96c1&oe=5C7D8C8C
ma,Multi Service Center for the Homeless,https://www.shelterlist.com/details/multi-service-center-for-the-homeless,"362 Green St  Cambridge, MA 02139",(617) 349-6340,http://www.cambridgema.gov/DHSP/programsforfamilies/multiservicecenterforthehomeless,,"['About this Shelter', 'The Cambridge Multi-Service Center (MSC) addresses the needs of homeless and near-homeless individuals and families living in our community.', 'They provide direct services, planning and coordination of efforts for persons who are living on the street, in emergency shelters or at risk of losing their housing.']",[],http://www.shelterlist.com/gallery/1241_multi-service-center-for-the-homeless_jkw.JPG
ma,HOLY FAMILY SHELTER,https://www.shelterlist.com/details/holy-family-shelter1,"24 Hartford St  Dorchester, MA 02125",(617) 265-1132,http://dorchestercatholic.org/holyfamilyparish/,http://dorchestercatholic.org/donate/holy-family-parish/,['About this Shelter'],[],https://www.shelterlist.com/gallery/3180_holy-family-shelter1_ech.png
ma,Catholic Charities - St. Ambrose Family Shelter,https://www.shelterlist.com/details/catholic-charities-st-ambrose-family-shelter,"25 Leonard Steet  Dorchester, MA 02122",(617) 288-7675,http://www.mydorchester.org/node/5777,,"['About this Shelter', 'Catholic Charities - St. Ambrose Family Shelter provides the basic needs:', 'Clothes', 'Food Pantry', 'Homeless Shelter.', 'Clothes', 'Food Pantry', 'Homeless Shelter.']",[],http://www.shelterlist.com/gallery/116__tqt.1231&pitch=0&thumbfov=100
ma,PILGRIM CHURCH SHELTER,https://www.shelterlist.com/details/pilgrim-church-shelter,"540 Columbia Road  Dorchester, MA 02125",(617) 282-0456,http://www.pilgrimchurch1862.org/ministrytothehomeless/pilgrimhomelessshelter.html,,"['About this Shelter', 'Since 1990, a Shelter for unaccompanied homeless men has been operated at Pilgrim Church.', ""Originally established by Positive Lifestyles, from the early 1990's until late 2016, it has been under the direction of the United Homes Adult Services division of Children's Services of Roxbury (this connection began with a recognition that a large number of homeless adults are, in fact, former foster children.)"", 'In late 2016, they will be welcoming a new provider to continue this most valuable endeavor.']",[],https://www.shelterlist.com/gallery/2847_pilgrim-church-shelter_ryt.png
ma,Family House Shelter,https://www.shelterlist.com/details/family-house-shelter,"252 Columbia Road  Dorchester, MA 02121",(617) 427-4470,,,"['About this Shelter', 'Offers 3 meals a day, 1 snack; clothing, medical care for the Homeless.']","['Men are welcome.', 'Women are welcome.', 'Shelter serves hot meals.', 'Provides emergency shelters.', 'Provides medical assistance.']",http://www.shelterlist.com/gallery/416__egi.
ma,KIT CLARK SENIOR SERVICES,https://www.shelterlist.com/details/kit-clark-senior-services,"1500 Dorchester Avenue  Dorchester, MA 02122",(617) 825-5000,http://www.kitclark.org/,https://www.baycovehumanservices.org/donate,"['About this Shelter', 'Bay Cove Human Services operates more than 160 separate programs in and around the City of Boston, providing residential and day habilitation services, employment counseling and job placement resources, medical and therapeutic treatment, detoxificiation and recovery assistance and many other diverse services to men, women and children.']",[],https://www.shelterlist.com/gallery/3160_kit-clark-senior-services_rqo.png
ma,Holy Family Shelter,https://www.shelterlist.com/details/holy-family-shelter,"24 Hartford Steet  Dorchester, MA 02125",(617) 445-8461,http://dorchestercatholic.org/,,"['About this Shelter', 'Holy Family Shelter is an emergency shelter for men.', 'Mission Statement: The Mary Ann Brett Food Pantry is a ministry of faith and love staffed by committed volunteers and based at Saint Teresa Parish in Dorchester, MA. Our mission is to provide nutritious groceries with kindness and compassion to individuals and families facing economic hardship and living in the Dorchester neighborhood of Boston. The Mary Ann Brett Pantry serves any and all residents of Dorchester in need.']","['Men are welcome.', 'Shelter serves hot meals.', 'Provides emergency shelters.', 'Provides counseling.', 'Provides medical assistance.']",https://www.shelterlist.com/gallery/33_holy-family-shelter_uun.png
ma,Saint Mary's Women and Infants Center Margaret's House,https://www.shelterlist.com/details/saint-marys-women-and-infants-center-margarets-house,"90 Cushing Avenue  Dorchester, MA 02125",(617) 436-8600,http://stmaryscenterma.org/,http://stmaryscenterma.org/donate/,"['About this Shelter', ""St. Mary's Center is guided by the belief that given the proper tools and supports, families living in poverty and homelessness can achieve stability and economic self-sufficiency."", 'They strive to make an impact and to change the dynamics of poverty across the entire community, one family at a time.']",[],https://www.shelterlist.com/gallery/2955_saint-marys-women-and-infants-center-margarets-house_jup.png
ma,Family Shelter Project Hope,https://www.shelterlist.com/details/family-shelter-project-hope,"45 Magnolia Steet  Dorchester, MA 02125",(617) 442-1880,http://www.prohope.org/programs/#shelter,https://www.sagepayments.net/sagenonprofit/shopping_cart/forms/donate.asp?M_id=039624126848,"['About this Shelter', 'Founded in the early 1980s, Project Hope addressed the emerging problem of family homelessness in the Dorchester and Roxbury neighborhoods.', 'The Family Shelter was one of the first homeless shelters for families in the state and remains a model for its respectful and empowering approach.', 'Today the Family Shelter offers a haven for 11 single mothers and their children.', ""Each family has a private room and access to a communal kitchen, dining room, living room and children's activity room."", 'They receive assistance to find safe and affordable housing for their families and access to educational and workforce development programs.', 'Their programming is designed to promote confidence and empowerment, helping women find the courage to prevail against tremendous odds to obtain a better life.', 'Mission Statement: Moving Families Up and Out of Poverty.']",[],http://www.shelterlist.com/gallery/_loirvyfh.png
ma,Crossroads Family Shelter & Food Pantry,https://www.shelterlist.com/details/crossroads-family-shelter-food-pantry,"56 Havre Street  East Boston, MA 02128",(617) 567-5926,http://www.ebcrossroads.org,https://ebcrossroads-smcwc.networkforgood.com/,"['About this Shelter', ""Crossroads Family Center's shelter program is home to 27 families (men, women & children), After families move out of shelter, Case Managers continue to provide tenancy support and referral services for one year to ensure that families remain stably housed and on the path towards self-sufficiency and economic mobility.""]","['Women are welcome.', 'Children are welcome.', 'Families are welcome.', 'Shelter has a food pantry.', 'Shelter serves hot meals.', 'Provides emergency shelters.', 'Provides transitional shelters.', 'Provides services for case management.', 'Provides counseling.']",http://www.shelterlist.com/gallery/2220_crossroads-family-shelter-food-pantry_mez.png
ma,The Providence Center,https://www.shelterlist.com/details/providence-center,"127 Michigan Avenue  Providence, RI 02905",(401) 276-4000,info@provctr.org,https://providencecenter.org/donate,"['Hours', 'Monday', '8:30 AM - 4:30 PM', 'Tuesday', '8:30 AM - 4:30 PM', 'Wednesday', '8:30 AM - 4:30 PM', 'Thursday', '8:30 AM - 4:30 PM', 'Friday', '8:30 AM - 4:30 PM', 'Saturday', 'closed', 'Sunday', 'closed', 'Monday', '8:30 AM - 4:30 PM', '8:30 AM - 4:30 PM', 'Tuesday', '8:30 AM - 4:30 PM', '8:30 AM - 4:30 PM', 'Wednesday', '8:30 AM - 4:30 PM', '8:30 AM - 4:30 PM', 'Thursday', '8:30 AM - 4:30 PM', '8:30 AM - 4:30 PM', 'Friday', '8:30 AM - 4:30 PM', '8:30 AM - 4:30 PM', 'Saturday', 'closed', 'closed', 'Sunday', 'closed', 'closed', 'About this Shelter', 'The Providence Center is at the forefront of innovative approaches to behavioral health care designed to meet the changing needs of the more than 18,000 people served each year.', 'Since The Providence Center opened its doors in 1969, it has been a community fixture, providing people from all walks of life with mental health and substance abuse services in their homes, schools, and neighborhoods.', 'In addition to comprehensive high-quality behavioral health services, The Providence Center gives people the tools they need to change their lives.', 'Through more than 60 programs and wraparound services, including food and housing, job training, legal services, primary health care, and wellness activities, The Providence Center helps the people it serves to succeed.', 'At The Providence Center, you will find a wide range of:', 'Specialized behavioral health care professionals including', 'psychiatrists', 'Psychologists', 'Psychiatric social workers', 'Chemical dependency treatment professionals', 'Psychiatric nurses', 'Vocational/rehabilitation counselors', 'Special education teachers', 'Case managers', 'Residential counselors', 'Teaching assistants', 'Specialized behavioral health care professionals including', 'psychiatrists', 'psychiatrists', 'Psychologists', 'Psychiatric social workers', 'Chemical dependency treatment professionals', 'Psychiatric nurses', 'Vocational/rehabilitation counselors', 'Special education teachers', 'Case managers', 'Residential counselors', 'Teaching assistants']",[],https://www.shelterlist.com/gallery/2135_ueiahvkb.png
ma,RI Veteran's Home,https://www.shelterlist.com/details/ri-veterans-home,"480 Metacom Avenue  Bristol, RI 02809",(401) 253-8000,http://www.vets.ri.gov/healthcare/RIVeteransHome/,,"['About this Shelter', ""The Veterans Home has 260 nursing care beds in six long term care units, including a Alzheimer's Care Unit. There are also two ambulatory care units with 79 beds."", 'Additional services include: dental, x-ray and pharmacy services and transportation to and from the Veterans Administration Hospital clinics in Providence.', 'Mission Statement: Effective immediately, The RI Office of Veterans Affairs maintains thorough knowledge of individual and social factors contributing to personal problems that affect the veteran and active duty service members and their families, remains current on issues and trends impacting the work and mission of the division, forms strong and successful partnerships locally, regionally and nationwide to address veterans’ issues in Rhode Island, in order to set conditions to reduce homeless veterans, veterans living in poverty, veteran unemployment rates, ensure veterans receive proper medical care, while continuing quality customer service at the RI Veterans Home and RI Veterans Memorial Cemetery and ensure every Veteran has an opportunity to make it in Rhode Island.']","['Provides transitional shelters.', 'Provides long term shelters.', 'Has special services for veterans.', 'Provides medical assistance.', 'Provides mental health counseling.']",http://www.shelterlist.com/gallery/335_ri-veterans-home_mfr.gif
ma,Sister Rose's House,https://www.shelterlist.com/details/sister-roses-house,"72 8th Steet  New Bedford, MA 02740",(508) 997-3202,http://www.cssdioc.org,https://www.cssdioc.org/monetary-giftsonline-donation/,"['About this Shelter', 'The main focus of the H.O.U.S.E. Program at the Sister Rose house is to help families achieve successful placement into stable housing.', 'This is accomplished by providing families with case management services for one full year following shelter exit.', 'During the stabilization phase, Sr. Rose Case Managers, will work with families on accessing additional housing resources, providing life-skills and financial empowerment training.', 'Additionally, CSS connects families to resources that are available within their respective communities to sustain long-term stable housing.']",[],https://www.shelterlist.com/gallery/2895_sister-roses-house_uax.png
ma,FALL RIVER RESOURCE CENTER,https://www.shelterlist.com/details/fall-river-resource-center,"177 Rockland Steet  Fall River, MA 02724",(508) 679-2109,https://www.frfsa.org,,"['About this Shelter', 'The Family Resource Center (FRC) is a single point of entry to access community-based, culturally competent family support services.', 'The FRC helps families focus on strengthening their bonds, connecting to others, and engaging in their communities.', 'The Family Resource Center provides: evidence-based parent education groups peer-to-peer groups for youth and adults information and assistance to families needing access to health, safety, employment training, education, and peer support cultural, social, and recreational events for families and youth services specific to Children Requiring Assistance (CRA); for those who are having serious problems at home and at school, including runaways, truants, and sexually exploited children']",[],https://www.shelterlist.com/gallery/2821_fall-river-resource-center_srx.png
ma,Harbour House Family Shelter,https://www.shelterlist.com/details/harbour-house-family-shelter,"713 Shawmut Ave  New Bedford, MA 02746",(508) 992-6027,https://www.volunteersouthcoast.org/agency/detail/?agency_id=10699,,"['Hours', 'Monday', '8:00 AM - 4:00 PM', 'Tuesday', '8:00 AM - 4:00 PM', 'Wednesday', '8:00 AM - 4:00 PM', 'Thursday', '8:00 AM - 4:00 PM', 'Friday', '8:00 AM - 4:00 PM', 'Saturday', '8:00 AM - 4:00 PM', 'Sunday', '8:00 AM - 4:00 PM', 'Monday', '8:00 AM - 4:00 PM', '8:00 AM - 4:00 PM', 'Tuesday', '8:00 AM - 4:00 PM', '8:00 AM - 4:00 PM', 'Wednesday', '8:00 AM - 4:00 PM', '8:00 AM - 4:00 PM', 'Thursday', '8:00 AM - 4:00 PM', '8:00 AM - 4:00 PM', 'Friday', '8:00 AM - 4:00 PM', '8:00 AM - 4:00 PM', 'Saturday', '8:00 AM - 4:00 PM', '8:00 AM - 4:00 PM', 'Sunday', '8:00 AM - 4:00 PM', '8:00 AM - 4:00 PM', 'About this Shelter', 'Harbour House Family Center is an emergency shelter located in a residential area of New Bedford, MA with accommodation for sixteen families.', 'Families are referred to their family center through the Department of Housing and Community Development.', 'While at Harbour House families receive a wide array of services including but not limited to case management, housing search assistance, educational groups etc.', 'As a family center, it is primarily children that are affected by homelessness and we strive to maintain an atmosphere of support, encouragement and caring.', ""Education is key in a child's growth and development and the recent opening of a childcare facility on site through NorthStar Learning Centers has given families the opportunity to receive early education and care services."", 'School-age children receive tutoring/mentoring services twice weekly through their School on Wheels program.']",[],https://www.shelterlist.com/gallery/2292_tasyexjv.png
ma,House of Hope New Bedford ,https://www.shelterlist.com/details/house-of-hope-new-bedford,"848 Mt Pleasant Steet  New Bedford, MA 02745",(508) 996-6814,https://www.afmhouseofhope.org/,,"['About this Shelter', 'Their mission is to provide a safe and positive atmosphere for recovery to those in need Structured supportive transitional housing nurturing the body, mind, and spirit.', 'They provide:', 'Individual substance abuse counseling', 'Group substance abuse counseling', 'Individual dual diagnosis counseling', 'Case management', 'Dream therapy group', 'Relapse prevention group', 'Early recovery group.', 'A 12 step class not meant to replace aa or na 12 step groups.', 'Urinalyses 3x a week plus random urinalyses (provided by an outside independent lab)', 'Homemade Dinner Meal Served Daily', 'Meeting space for a daily noon aa meeting and 4 evening aa meetings', '24 Hour emergency shelter services', '24 hour volunteer support staff', 'Medication management including secured medications available at 9AM and 10PM (all medications are locked in individual lockers in the office and are administered by a licensed rn at the above times)', 'These services are Provided by the following professional staff on-site:', 'A Licensed Clinical Psychologist', 'A Licensed Neuro Psychologist', 'Licensed Substance Abuse Counselors', 'A Licensed Social Worker', 'A Licensed Psychiatric Nurse Practitioner', '2 Ordained Ministers', 'Mission Statement: Our goal is to continue our mission even in these trying times.']",[],http://www.shelterlist.com/gallery/953_house-of-hope-new-bedford_kea.jpg
